HOTEL,LEAD_TIME,ARRIVAL_DATE_WEEK_NUMBER,STAYS_IN_WEEKEND_NIGHTS,STAYS_IN_WEEK_NIGHTS,ADULTS,CHILDREN,BABIES,MEAL,COUNTRY,MARKET_SEGMENT,DISTRIBUTION_CHANNEL,IS_REPEATED_GUEST,PREVIOUS_CANCELLATIONS,PREVIOUS_BOOKINGS_NOT_CANCELED,RESERVED_ROOM_TYPE,ASSIGNED_ROOM_TYPE,BOOKING_CHANGES,DEPOSIT_TYPE,AGENT,DAYS_IN_WAITING_LIST,CUSTOMER_TYPE,ADR,REQUIRED_CAR_PARKING_SPACES,TOTAL_OF_SPECIAL_REQUESTS,RESERVATION_STATUS,RESERVATION_STATUS_DATE,ARRIVAL_DATE,TOTAL_NIGHTS,REVENUE,MONTH,DAY_NAME,YEAR,BOOKING_DAY_TYPE,BOOKING_STATUS,CUSTOMER_SEGMENT,BOOKING_PLATFORM,DEVICE_TYPE,DISCOUNT_PERCENTAGE,TOTAL_STAY,TOTAL_REVENUE,Payment_Method,FINAL REVENUE
Resort Hotel,21,27,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,147.6,0,0,Check-Out,04-07-2015,03-07-2015,1,147.6,July,Friday,2015,Weekday,completed,Business,Mobile App,Desktop,20,1,123,NET BANKING,98.4
City Hotel,9,27,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,0,Transient,94.71,0,0,Check-Out,04-07-2015,03-07-2015,1,94.71,July,Friday,2015,Weekday,completed,Business,Mobile App,Desktop,10,1,94.71,UPI,85.239
City Hotel,109,27,0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,123,0,2,Check-Out,04-07-2015,03-07-2015,1,123,July,Friday,2015,Weekday,completed,Business,Partner Platform,iOS,0,1,123,CASH,123
Resort Hotel,109,27,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,147.6,0,1,Canceled,26-05-2015,03-07-2015,2,295.2,July,Friday,2015,Weekday,cancelled,Individual,Website,iOS,15,2,246,DEBIT CARD,209.1
City Hotel,72,27,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,73.8,0,1,Canceled,29-06-2015,03-07-2015,2,147.6,July,Friday,2015,Weekday,cancelled,Group,Mobile App,Android,15,2,147.6,DEBIT CARD,125.46
City Hotel,63,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,0,Transient,117,0,1,Canceled,13-05-2015,03-07-2015,7,819,July,Friday,2015,Weekday,cancelled,Business,Mobile App,Android,10,7,819,UPI,737.1
City Hotel,63,27,2,5,3,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,105,0,Transient,196.54,0,1,Check-Out,10-07-2015,03-07-2015,7,1375.78,July,Friday,2015,Weekday,completed,Individual,Mobile App,Desktop,5,7,1375.78,CASH,1306.991
City Hotel,101,27,2,5,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,99.3,1,2,Check-Out,10-07-2015,03-07-2015,7,695.1,July,Friday,2015,Weekday,completed,Individual,Mobile App,Android,10,7,695.1,UPI,625.59
City Hotel,102,27,2,5,2,0,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,Transient,90.95,0,0,Check-Out,10-07-2015,03-07-2015,7,636.65,July,Friday,2015,Weekday,completed,Business,Partner Platform,Android,20,7,636.65,DEBIT CARD,509.32
Resort Hotel,4,27,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250,0,Transient,111.204,0,1,Check-Out,07-07-2015,04-07-2015,3,333.612,July,Saturday,2015,Weekend,completed,Business,Website,iOS,0,3,278.01,CASH,278.01
Resort Hotel,98,27,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,0,Transient,85.86,1,0,Check-Out,07-07-2015,04-07-2015,3,257.58,July,Saturday,2015,Weekend,completed,Individual,Mobile App,Desktop,0,3,214.65,UPI,214.65
City Hotel,92,27,2,4,1,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,241,0,Transient,96.49,0,2,Check-Out,10-07-2015,04-07-2015,6,578.94,July,Saturday,2015,Weekend,completed,Business,Website,Android,5,6,578.94,CASH,549.993
City Hotel,95,27,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,Transient,85.8,1,2,Check-Out,10-07-2015,04-07-2015,6,514.8,July,Saturday,2015,Weekend,completed,Business,Mobile App,Android,15,6,514.8,DEBIT CARD,437.58
Resort Hotel,102,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,115.56,0,1,Check-Out,11-07-2015,04-07-2015,7,808.92,July,Saturday,2015,Weekend,completed,Business,Mobile App,Desktop,5,7,674.1,UPI,640.395
City Hotel,26,27,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,163,0,0,Canceled,09-06-2015,04-07-2015,7,1141,July,Saturday,2015,Weekend,cancelled,Business,Mobile App,Desktop,0,7,1141,DEBIT CARD,1141
Resort Hotel,73,27,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,Transient,206.4,0,1,Canceled,20-05-2015,04-07-2015,7,1444.8,July,Saturday,2015,Weekend,cancelled,Business,Website,iOS,10,7,1204,CASH,1083.6
Resort Hotel,102,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,132.84,0,1,Canceled,22-04-2015,04-07-2015,7,929.88,July,Saturday,2015,Weekend,cancelled,Group,Website,iOS,15,7,774.9,DEBIT CARD,658.665
Resort Hotel,115,27,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,0,Transient,70.74,0,1,Check-Out,11-07-2015,04-07-2015,7,495.18,July,Saturday,2015,Weekend,completed,Business,Partner Platform,iOS,15,7,412.65,CASH,350.7525
Resort Hotel,102,27,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,88.56,0,2,Check-Out,11-07-2015,04-07-2015,7,619.92,July,Saturday,2015,Weekend,completed,Business,Website,Android,15,7,516.6,UPI,439.11
City Hotel,86,27,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,97,0,2,Check-Out,11-07-2015,04-07-2015,7,679,July,Saturday,2015,Weekend,completed,Business,Mobile App,Desktop,0,7,679,CASH,679
Resort Hotel,78,27,2,5,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,0,Transient,166.8,0,2,Check-Out,11-07-2015,04-07-2015,7,1167.6,July,Saturday,2015,Weekend,completed,Group,Website,Android,20,7,973,UPI,778.4
Resort Hotel,52,27,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,0,Transient,80.688,0,0,Check-Out,11-07-2015,04-07-2015,7,564.816,July,Saturday,2015,Weekend,completed,Business,Partner Platform,Android,5,7,470.68,DEBIT CARD,447.146
Resort Hotel,29,27,2,6,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,0,Transient,139.8,0,1,Check-Out,12-07-2015,04-07-2015,8,1118.4,July,Saturday,2015,Weekend,completed,Individual,Website,Android,20,8,932,DEBIT CARD,745.6
City Hotel,101,27,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,96.3,0,1,Canceled,12-05-2015,04-07-2015,8,770.4,July,Saturday,2015,Weekend,cancelled,Business,Mobile App,Android,15,8,770.4,DEBIT CARD,654.84
City Hotel,109,27,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,123,0,1,Check-Out,12-07-2015,04-07-2015,8,984,July,Saturday,2015,Weekend,completed,Group,Mobile App,iOS,20,8,984,UPI,787.2
City Hotel,92,27,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,Contract,71.55,0,1,Check-Out,14-07-2015,04-07-2015,10,715.5,July,Saturday,2015,Weekend,completed,Individual,Mobile App,iOS,0,10,715.5,UPI,715.5
Resort Hotel,92,27,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,Contract,85.86,0,1,Check-Out,14-07-2015,04-07-2015,10,858.6,July,Saturday,2015,Weekend,completed,Business,Mobile App,Desktop,5,10,715.5,UPI,679.725
City Hotel,79,27,4,6,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250,0,Transient,149,0,1,Check-Out,14-07-2015,04-07-2015,10,1490,July,Saturday,2015,Weekend,completed,Business,Mobile App,Android,5,10,1490,DEBIT CARD,1415.5
City Hotel,2,27,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,G,1,No Deposit,240,0,Transient,163,1,0,Check-Out,05-07-2015,04-07-2015,1,163,July,Saturday,2015,Weekend,completed,Individual,Website,Desktop,5,1,163,NET BANKING,154.85
Resort Hotel,30,27,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,C,0,No Deposit,8,0,Contract,95.4,0,0,Check-Out,05-07-2015,04-07-2015,1,95.4,July,Saturday,2015,Weekend,completed,Business,Partner Platform,Desktop,5,1,79.5,UPI,75.525
Resort Hotel,51,27,0,1,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,126,0,0,Canceled,29-05-2015,04-07-2015,1,126,July,Saturday,2015,Weekend,cancelled,Individual,Website,iOS,5,1,105,DEBIT CARD,99.75
City Hotel,36,27,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,G,1,No Deposit,250,0,Transient,123,0,0,No-Show,04-07-2015,04-07-2015,1,123,July,Saturday,2015,Weekend,cancelled,Business,Website,Android,10,1,123,CASH,110.7
City Hotel,73,27,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,73.8,0,2,Canceled,13-05-2015,04-07-2015,1,73.8,July,Saturday,2015,Weekend,cancelled,Business,Mobile App,Android,5,1,73.8,DEBIT CARD,70.11
Resort Hotel,33,27,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,135.6,0,0,Canceled,16-06-2015,04-07-2015,1,135.6,July,Saturday,2015,Weekend,cancelled,Business,Mobile App,Desktop,10,1,113,CASH,101.7
Resort Hotel,32,27,0,1,4,0,0,FB,PRT,Complementary,Direct,0,0,0,H,H,2,No Deposit,0,0,Transient,0,0,1,Check-Out,05-07-2015,04-07-2015,1,0,July,Saturday,2015,Weekend,completed,Individual,Mobile App,Desktop,15,1,0,UPI,0
City Hotel,8,27,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,123,0,0,Check-Out,05-07-2015,04-07-2015,1,123,July,Saturday,2015,Weekend,completed,Business,Mobile App,iOS,15,1,123,CASH,104.55
Resort Hotel,100,27,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,Transient-Party,88.56,1,1,Check-Out,06-07-2015,04-07-2015,2,177.12,July,Saturday,2015,Weekend,completed,Business,Website,Android,5,2,147.6,DEBIT CARD,140.22
Resort Hotel,1,27,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,137.4,0,0,Check-Out,06-07-2015,04-07-2015,2,274.8,July,Saturday,2015,Weekend,completed,Business,Website,Android,15,2,229,UPI,194.65
Resort Hotel,100,27,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient-Party,88.56,0,2,Check-Out,06-07-2015,04-07-2015,2,177.12,July,Saturday,2015,Weekend,completed,Individual,Mobile App,Android,0,2,147.6,UPI,147.6
City Hotel,100,27,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,Transient-Party,73.8,0,1,Check-Out,06-07-2015,04-07-2015,2,147.6,July,Saturday,2015,Weekend,completed,Business,Mobile App,iOS,15,2,147.6,UPI,125.46
City Hotel,9,28,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,Transient,88.2,0,1,Check-Out,06-07-2015,05-07-2015,1,88.2,July,Sunday,2015,Weekend,completed,Individual,Website,iOS,10,1,88.2,DEBIT CARD,79.38
Resort Hotel,5,28,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,116.4,0,0,Canceled,01-07-2015,05-07-2015,1,116.4,July,Sunday,2015,Weekend,cancelled,Business,Mobile App,iOS,5,1,97,NET BANKING,92.15
City Hotel,0,28,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,306,0,Transient,85.1,0,0,Check-Out,06-07-2015,05-07-2015,1,85.1,July,Sunday,2015,Weekend,completed,Group,Mobile App,Desktop,0,1,85.1,NET BANKING,85.1
Resort Hotel,9,28,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184,0,Transient,106.8,0,0,Check-Out,06-07-2015,05-07-2015,1,106.8,July,Sunday,2015,Weekend,completed,Group,Mobile App,iOS,10,1,89,CASH,80.1
Resort Hotel,2,28,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,96.12,0,0,Check-Out,06-07-2015,05-07-2015,1,96.12,July,Sunday,2015,Weekend,completed,Group,Mobile App,iOS,10,1,80.1,NET BANKING,72.09
Resort Hotel,2,28,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,0,Transient,117.6,0,0,Check-Out,06-07-2015,05-07-2015,1,117.6,July,Sunday,2015,Weekend,completed,Business,Partner Platform,Android,5,1,98,NET BANKING,93.1
City Hotel,9,28,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184,0,Transient,101,1,0,Check-Out,06-07-2015,05-07-2015,1,101,July,Sunday,2015,Weekend,completed,Business,Website,iOS,20,1,101,UPI,80.8
City Hotel,2,28,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0,0,Transient,167,0,1,Check-Out,06-07-2015,05-07-2015,1,167,July,Sunday,2015,Weekend,completed,Business,Mobile App,iOS,5,1,167,UPI,158.65
Resort Hotel,44,28,2,0,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,3,No Deposit,240,0,Transient,270,2,0,Check-Out,07-07-2015,05-07-2015,2,540,July,Sunday,2015,Weekend,completed,Individual,Mobile App,Android,20,2,450,UPI,360
City Hotel,80,28,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,0,Transient,97,1,0,Check-Out,07-07-2015,05-07-2015,2,194,July,Sunday,2015,Weekend,completed,Business,Website,Android,5,2,194,UPI,184.3
City Hotel,97,28,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,87.3,0,2,Check-Out,09-07-2015,05-07-2015,4,349.2,July,Sunday,2015,Weekend,completed,Business,Mobile App,Desktop,10,4,349.2,NET BANKING,314.28
City Hotel,109,28,2,3,2,1,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,241,0,Transient,85.59,1,2,Check-Out,10-07-2015,05-07-2015,5,427.95,July,Sunday,2015,Weekend,completed,Group,Partner Platform,Android,5,5,427.95,NET BANKING,406.5525
Resort Hotel,30,28,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,147.6,0,0,Check-Out,10-07-2015,05-07-2015,5,738,July,Sunday,2015,Weekend,completed,Business,Partner Platform,iOS,5,5,615,CASH,584.25
Resort Hotel,64,28,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,128.4,0,0,Check-Out,10-07-2015,05-07-2015,5,642,July,Sunday,2015,Weekend,completed,Business,Website,Desktop,10,5,535,NET BANKING,481.5
Resort Hotel,39,28,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,195.6,0,0,Check-Out,11-07-2015,05-07-2015,6,1173.6,July,Sunday,2015,Weekend,completed,Individual,Mobile App,Desktop,0,6,978,UPI,978
Resort Hotel,90,28,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,98.4,0,0,Check-Out,11-07-2015,05-07-2015,6,590.4,July,Sunday,2015,Weekend,completed,Individual,Mobile App,iOS,15,6,492,DEBIT CARD,418.2
City Hotel,34,28,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,163,0,0,Canceled,17-06-2015,05-07-2015,6,978,July,Sunday,2015,Weekend,cancelled,Individual,Mobile App,Desktop,10,6,978,NET BANKING,880.2
Resort Hotel,93,28,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,0,Transient,126.6,0,0,Canceled,01-05-2015,05-07-2015,7,886.2,July,Sunday,2015,Weekend,cancelled,Business,Mobile App,iOS,15,7,738.5,DEBIT CARD,627.725
City Hotel,97,28,2,5,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250,0,Transient,164.2,1,1,Check-Out,12-07-2015,05-07-2015,7,1149.4,July,Sunday,2015,Weekend,completed,Business,Partner Platform,Desktop,20,7,1149.4,NET BANKING,919.52
Resort Hotel,29,28,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,0,Transient,116.748,0,1,Check-Out,12-07-2015,05-07-2015,7,817.236,July,Sunday,2015,Weekend,completed,Business,Mobile App,iOS,20,7,681.03,CASH,544.824
Resort Hotel,101,28,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,136.8,0,1,Canceled,30-03-2015,05-07-2015,7,957.6,July,Sunday,2015,Weekend,cancelled,Business,Partner Platform,iOS,15,7,798,DEBIT CARD,678.3
City Hotel,27,28,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,0,Transient,98.4,0,0,Check-Out,12-07-2015,05-07-2015,7,688.8,July,Sunday,2015,Weekend,completed,Business,Website,iOS,5,7,688.8,NET BANKING,654.36
City Hotel,8,28,4,5,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,0,Transient,175,1,1,Check-Out,14-07-2015,05-07-2015,9,1575,July,Sunday,2015,Weekend,completed,Group,Mobile App,Android,5,9,1575,DEBIT CARD,1496.25
Resort Hotel,82,28,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,0,Transient,76.32,1,2,Check-Out,15-07-2015,05-07-2015,10,763.2,July,Sunday,2015,Weekend,completed,Business,Mobile App,Android,10,10,636,NET BANKING,572.4
Resort Hotel,94,28,4,6,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,C,3,No Deposit,0,0,Transient,149.34,1,1,Check-Out,15-07-2015,05-07-2015,10,1493.4,July,Sunday,2015,Weekend,completed,Group,Website,Desktop,20,10,1244.5,UPI,995.6
City Hotel,110,28,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,Contract,110.7,0,0,Check-Out,16-07-2015,05-07-2015,11,1217.7,July,Sunday,2015,Weekend,completed,Group,Partner Platform,Android,20,11,1217.7,NET BANKING,974.16
City Hotel,96,28,4,10,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,0,Contract,74.07,0,0,Check-Out,19-07-2015,05-07-2015,14,1036.98,July,Sunday,2015,Weekend,completed,Business,Mobile App,Android,5,14,1036.98,CASH,985.131
Resort Hotel,79,28,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,0,Contract,160.92,0,0,Check-Out,19-07-2015,05-07-2015,14,2252.88,July,Sunday,2015,Weekend,completed,Business,Mobile App,Android,5,14,1877.4,UPI,1783.53
City Hotel,115,28,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,0,Transient,167,0,0,Check-Out,11-07-2015,06-07-2015,5,835,July,Monday,2015,Weekday,completed,Business,Mobile App,Android,5,5,835,DEBIT CARD,793.25
City Hotel,111,28,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,Transient,123,0,2,Check-Out,10-07-2015,06-07-2015,4,492,July,Monday,2015,Weekday,completed,Business,Partner Platform,Android,10,4,492,NET BANKING,442.8
City Hotel,51,28,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,0,Transient,117.81,1,2,Check-Out,10-07-2015,06-07-2015,4,471.24,July,Monday,2015,Weekday,completed,Business,Website,Android,0,4,471.24,NET BANKING,471.24
Resort Hotel,94,28,1,3,3,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96,0,Transient,205.584,0,1,Check-Out,10-07-2015,06-07-2015,4,822.336,July,Monday,2015,Weekday,completed,Individual,Mobile App,iOS,20,4,685.28,CASH,548.224
City Hotel,81,28,1,3,2,2,0,HB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,250,0,Transient,210,1,0,Check-Out,10-07-2015,06-07-2015,4,840,July,Monday,2015,Weekday,completed,Business,Website,Desktop,0,4,840,DEBIT CARD,840
Resort Hotel,84,28,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240,0,Transient,116.4,0,2,Check-Out,10-07-2015,06-07-2015,4,465.6,July,Monday,2015,Weekday,completed,Individual,Partner Platform,iOS,5,4,388,CASH,368.6
City Hotel,51,28,1,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,0,Transient,117.81,0,2,Check-Out,10-07-2015,06-07-2015,4,471.24,July,Monday,2015,Weekday,completed,Group,Mobile App,Desktop,0,4,471.24,UPI,471.24
City Hotel,111,28,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240,0,Transient,0,0,2,Check-Out,06-07-2015,06-07-2015,0,0,July,Monday,2015,Weekday,cancelled,Business,Mobile App,iOS,15,0,0,UPI,0
Resort Hotel,0,28,0,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,H,0,No Deposit,250,0,Transient,0,0,0,Check-Out,06-07-2015,06-07-2015,0,0,July,Monday,2015,Weekday,cancelled,Group,Website,Desktop,10,0,0,UPI,0
Resort Hotel,2,28,1,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,0,0,Transient,157.2,0,0,Check-Out,07-07-2015,06-07-2015,1,157.2,July,Monday,2015,Weekday,completed,Group,Website,Desktop,0,1,131,NET BANKING,131
Resort Hotel,7,28,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,0,Transient,117.6,0,2,Check-Out,08-07-2015,06-07-2015,2,235.2,July,Monday,2015,Weekday,completed,Individual,Mobile App,Desktop,20,2,196,DEBIT CARD,156.8
City Hotel,98,28,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,0,Transient,87.3,1,1,Check-Out,08-07-2015,06-07-2015,2,174.6,July,Monday,2015,Weekday,completed,Business,Partner Platform,Android,0,2,174.6,DEBIT CARD,174.6
Resort Hotel,95,28,1,2,2,0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,116.4,0,1,Check-Out,09-07-2015,06-07-2015,3,349.2,July,Monday,2015,Weekday,completed,Individual,Website,Android,15,3,291,CASH,247.35
City Hotel,48,28,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,167,0,0,Canceled,03-06-2015,06-07-2015,4,668,July,Monday,2015,Weekday,cancelled,Group,Mobile App,Desktop,5,4,668,UPI,634.6
Resort Hotel,66,28,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,175,0,Transient,109.8,0,0,Check-Out,10-07-2015,06-07-2015,4,439.2,July,Monday,2015,Weekday,completed,Individual,Mobile App,Android,20,4,366,UPI,292.8
Resort Hotel,104,28,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,0,Transient,88.56,0,1,Check-Out,10-07-2015,06-07-2015,4,354.24,July,Monday,2015,Weekday,completed,Individual,Mobile App,iOS,15,4,295.2,NET BANKING,250.92
City Hotel,28,28,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,123,0,0,Check-Out,11-07-2015,06-07-2015,5,615,July,Monday,2015,Weekday,completed,Business,Mobile App,iOS,15,5,615,CASH,522.75
Resort Hotel,34,28,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,210,1,0,Check-Out,11-07-2015,06-07-2015,5,1050,July,Monday,2015,Weekday,completed,Business,Mobile App,Android,0,5,875,UPI,875
City Hotel,98,28,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,Transient,117.8,1,1,Check-Out,12-07-2015,06-07-2015,6,706.8,July,Monday,2015,Weekday,completed,Business,Website,Android,0,6,706.8,UPI,706.8
City Hotel,104,28,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,0,Transient,117.63,0,0,Check-Out,12-07-2015,06-07-2015,6,705.78,July,Monday,2015,Weekday,completed,Individual,Partner Platform,Desktop,0,6,705.78,DEBIT CARD,705.78
Resort Hotel,68,28,2,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,222,0,0,Check-Out,13-07-2015,06-07-2015,7,1554,July,Monday,2015,Weekday,completed,Business,Mobile App,iOS,15,7,1295,NET BANKING,1100.75
Resort Hotel,86,28,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,0,Transient,85.2,0,1,Canceled,26-06-2015,06-07-2015,7,596.4,July,Monday,2015,Weekday,cancelled,Individual,Mobile App,Android,5,7,497,UPI,472.15
City Hotel,258,28,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,0,Contract,47.25,0,0,Check-Out,13-07-2015,06-07-2015,7,330.75,July,Monday,2015,Weekday,completed,Business,Website,iOS,15,7,330.75,UPI,281.1375
City Hotel,111,28,3,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,Transient,151,0,1,Check-Out,14-07-2015,06-07-2015,8,1208,July,Monday,2015,Weekday,completed,Business,Mobile App,iOS,15,8,1208,CASH,1026.8
